"Donald Trump says U.S. knows where Iran’s Khamenei is hiding, urges Iran’s unconditional surrender","President Trump reveals knowledge of Ayatollah Khamenei's location, warns of consequences if attacks on civilians continue.",https://www.thehindu.com/news/international/donald-trump-says-us-wont-kill-irans-supreme-leader-khemenei-at-least-not-for-now/article69706206.ece,2025-06-17T16:47:00Z
"Trump says US won't take out Khamenei for now, wants Iran's unconditional surrender","US President Donald Trump has warned that the United States knows the exact location of Iran’s Supreme Leader Ayatollah Ali Khamenei but has chosen not to target him, “at least not for now.”",https://www.indiatoday.in/world/story/we-know-where-supreme-leader-is-hiding-wont-take-him-out-for-now-trumps-warning-to-iran-2742273-2025-06-17,2025-06-17T16:35:10Z
Deadly Air India plane crash could spark fear of flying: All about aerophobia and how to cope with it,"While flying continues to be among the safest modes of transportation, for people with aerophobia, or fear of flying, news of a tragic plane crash can trigger and reinforce an already heightened sense of vulnerability. However, there are effective ways to tackle this issue.",https://www.livemint.com/news/deadly-air-india-plane-crash-could-spark-fear-of-flying-all-about-aerophobia-and-how-to-cope-with-it-11750174224121.html,2025-06-17T16:11:25Z
"'No major safety concerns', says DGCA on Air India Boeing planes; airline cancels 66 B787 flights after Ahmedabad crash","The DGCA reviewed Air India and Air India Express operations post-Ahmedabad plane crash, finding no major safety concerns with Boeing 787. However, it raised maintenance issues and directed improved coordination, communication, and a systematic defect reporting mechanism to Air India.",https://www.livemint.com/news/india/air-india-boeing-787-planes-did-not-reveal-any-major-safety-concern-says-dgca-aviation-watchdog-11750175099654.html,2025-06-17T15:51:49Z
34 malaria cases recorded in Ernakulam over past two months,"Ernakulam reports 34 malaria cases, majority imported, emphasizing need for testing, prevention, and vector control measures.",https://www.thehindu.com/news/cities/Kochi/34-malaria-cases-recorded-in-ernakulam-over-past-two-months/article69704782.ece,2025-06-17T14:57:00Z
"Plane shortage and snags: Air India cancels nine long hauls today, mostly Dreamliners",India News: NEW DELHI: Air India on Tuesday cancelled at least eight international flights to be operated on Boeing 787 Dreamliner and one on a B777. The B787 can.,https://timesofindia.indiatimes.com/india/plane-shortage-and-snags-air-india-cancels-nine-long-hauls-today-mostly-on-dreamliners/articleshow/121913086.cms,2025-06-17T14:53:00Z
"Akhil Akkineni and Zainab Ravdjee's wedding menu features Ghee Pongal, Gulab Jamuns; Sobhita Dhulipala's candid mealtime moment goes viral","Actor Akhil Akkineni exchanged vows with Zainab Ravdjee in a close-knit traditional wedding ceremony attended by family and close friends on June 6, a",https://timesofindia.indiatimes.com/entertainment/telugu/movies/news/akhil-akkineni-and-zainab-ravdjees-wedding-menu-features-ghee-pongal-gulab-jamuns-sobhita-dhulipalas-candid-mealtime-moment-goes-viral/articleshow/121912792.cms,2025-06-17T14:29:00Z
Trump’s Iran choice: Bunker-busting bomb or the phone; Tehran on edge,"US News: President Trump faces a critical decision regarding Iran: intervene militarily by targeting the Fordo nuclear site, potentially derailing nuclear talk",https://timesofindia.indiatimes.com/world/us/trumps-iran-choice-bunker-busting-bomb-or-the-phone-tehran-on-edge/articleshow/121912192.cms,2025-06-17T14:05:00Z
"UGRO Capital to acquire Profectus Capital in Rs 1,400-crore all-cash deal to boost MSME lending","Sources say the transaction which has concluded at 1.07 times Profectus’ projected FY26 net worth, is being funded by UGRO through proceeds from its recently completed equity raise and internal accruals.",https://www.moneycontrol.com/banking/ugro-capital-to-acquire-profectus-capital-in-rs-1-400-crore-all-cash-deal-to-boost-msme-lending-article-13132314.html,2025-06-17T13:56:19Z
Eli Lilly to acquire gene-editing biotech company Verve Therapeutics for $1.3 billion. Here's why,US Big Pharma firm Eli Lilly & Co. agreed to buy gene-editing biotech company Verve Therapeutics Inc. for $1.3 billion as the drugmaker focuses its investments in experimental medicine for a potential long-term growth.,https://www.livemint.com/companies/news/eli-lilly-co-plans-to-buy-verve-therapeutics-for-1-3-billion-as-pharma-major-eyes-experimental-medicine-for-grow-11750165978668.html,2025-06-17T13:51:49Z
"Donald Trump says U.S. knows where Iran’s Khamenei is hiding, urges Iran’s unconditional surrender","President Trump reveals knowledge of Ayatollah Khamenei's location, warns of consequences if attacks on civilians continue.",https://www.thehindu.com/news/international/donald-trump-says-us-wont-kill-irans-supreme-leader-khemenei-at-least-not-for-now/article69706206.ece,2025-06-17T16:47:00Z
"Trump says US won't take out Khamenei for now, wants Iran's unconditional surrender","US President Donald Trump has warned that the United States knows the exact location of Iran’s Supreme Leader Ayatollah Ali Khamenei but has chosen not to target him, “at least not for now.”",https://www.indiatoday.in/world/story/we-know-where-supreme-leader-is-hiding-wont-take-him-out-for-now-trumps-warning-to-iran-2742273-2025-06-17,2025-06-17T16:35:10Z
Deadly Air India plane crash could spark fear of flying: All about aerophobia and how to cope with it,"While flying continues to be among the safest modes of transportation, for people with aerophobia, or fear of flying, news of a tragic plane crash can trigger and reinforce an already heightened sense of vulnerability. However, there are effective ways to tackle this issue.",https://www.livemint.com/news/deadly-air-india-plane-crash-could-spark-fear-of-flying-all-about-aerophobia-and-how-to-cope-with-it-11750174224121.html,2025-06-17T16:11:25Z
"'No major safety concerns', says DGCA on Air India Boeing planes; airline cancels 66 B787 flights after Ahmedabad crash","The DGCA reviewed Air India and Air India Express operations post-Ahmedabad plane crash, finding no major safety concerns with Boeing 787. However, it raised maintenance issues and directed improved coordination, communication, and a systematic defect reporting mechanism to Air India.",https://www.livemint.com/news/india/air-india-boeing-787-planes-did-not-reveal-any-major-safety-concern-says-dgca-aviation-watchdog-11750175099654.html,2025-06-17T15:51:49Z
34 malaria cases recorded in Ernakulam over past two months,"Ernakulam reports 34 malaria cases, majority imported, emphasizing need for testing, prevention, and vector control measures.",https://www.thehindu.com/news/cities/Kochi/34-malaria-cases-recorded-in-ernakulam-over-past-two-months/article69704782.ece,2025-06-17T14:57:00Z
"Plane shortage and snags: Air India cancels nine long hauls today, mostly Dreamliners",India News: NEW DELHI: Air India on Tuesday cancelled at least eight international flights to be operated on Boeing 787 Dreamliner and one on a B777. The B787 can.,https://timesofindia.indiatimes.com/india/plane-shortage-and-snags-air-india-cancels-nine-long-hauls-today-mostly-on-dreamliners/articleshow/121913086.cms,2025-06-17T14:53:00Z
"Akhil Akkineni and Zainab Ravdjee's wedding menu features Ghee Pongal, Gulab Jamuns; Sobhita Dhulipala's candid mealtime moment goes viral","Actor Akhil Akkineni exchanged vows with Zainab Ravdjee in a close-knit traditional wedding ceremony attended by family and close friends on June 6, a",https://timesofindia.indiatimes.com/entertainment/telugu/movies/news/akhil-akkineni-and-zainab-ravdjees-wedding-menu-features-ghee-pongal-gulab-jamuns-sobhita-dhulipalas-candid-mealtime-moment-goes-viral/articleshow/121912792.cms,2025-06-17T14:29:00Z
Trump’s Iran choice: Bunker-busting bomb or the phone; Tehran on edge,"US News: President Trump faces a critical decision regarding Iran: intervene militarily by targeting the Fordo nuclear site, potentially derailing nuclear talk",https://timesofindia.indiatimes.com/world/us/trumps-iran-choice-bunker-busting-bomb-or-the-phone-tehran-on-edge/articleshow/121912192.cms,2025-06-17T14:05:00Z
"UGRO Capital to acquire Profectus Capital in Rs 1,400-crore all-cash deal to boost MSME lending","Sources say the transaction which has concluded at 1.07 times Profectus’ projected FY26 net worth, is being funded by UGRO through proceeds from its recently completed equity raise and internal accruals.",https://www.moneycontrol.com/banking/ugro-capital-to-acquire-profectus-capital-in-rs-1-400-crore-all-cash-deal-to-boost-msme-lending-article-13132314.html,2025-06-17T13:56:19Z
Eli Lilly to acquire gene-editing biotech company Verve Therapeutics for $1.3 billion. Here's why,US Big Pharma firm Eli Lilly & Co. agreed to buy gene-editing biotech company Verve Therapeutics Inc. for $1.3 billion as the drugmaker focuses its investments in experimental medicine for a potential long-term growth.,https://www.livemint.com/companies/news/eli-lilly-co-plans-to-buy-verve-therapeutics-for-1-3-billion-as-pharma-major-eyes-experimental-medicine-for-grow-11750165978668.html,2025-06-17T13:51:49Z
"Donald Trump says U.S. knows where Iran’s Khamenei is hiding, urges Iran’s unconditional surrender","President Trump reveals knowledge of Ayatollah Khamenei's location, warns of consequences if attacks on civilians continue.",https://www.thehindu.com/news/international/donald-trump-says-us-wont-kill-irans-supreme-leader-khemenei-at-least-not-for-now/article69706206.ece,2025-06-17T16:47:00Z
"Trump says US won't take out Khamenei for now, wants Iran's unconditional surrender","US President Donald Trump has warned that the United States knows the exact location of Iran’s Supreme Leader Ayatollah Ali Khamenei but has chosen not to target him, “at least not for now.”",https://www.indiatoday.in/world/story/we-know-where-supreme-leader-is-hiding-wont-take-him-out-for-now-trumps-warning-to-iran-2742273-2025-06-17,2025-06-17T16:35:10Z
Deadly Air India plane crash could spark fear of flying: All about aerophobia and how to cope with it,"While flying continues to be among the safest modes of transportation, for people with aerophobia, or fear of flying, news of a tragic plane crash can trigger and reinforce an already heightened sense of vulnerability. However, there are effective ways to tackle this issue.",https://www.livemint.com/news/deadly-air-india-plane-crash-could-spark-fear-of-flying-all-about-aerophobia-and-how-to-cope-with-it-11750174224121.html,2025-06-17T16:11:25Z
"'No major safety concerns', says DGCA on Air India Boeing planes; airline cancels 66 B787 flights after Ahmedabad crash","The DGCA reviewed Air India and Air India Express operations post-Ahmedabad plane crash, finding no major safety concerns with Boeing 787. However, it raised maintenance issues and directed improved coordination, communication, and a systematic defect reporting mechanism to Air India.",https://www.livemint.com/news/india/air-india-boeing-787-planes-did-not-reveal-any-major-safety-concern-says-dgca-aviation-watchdog-11750175099654.html,2025-06-17T15:51:49Z
34 malaria cases recorded in Ernakulam over past two months,"Ernakulam reports 34 malaria cases, majority imported, emphasizing need for testing, prevention, and vector control measures.",https://www.thehindu.com/news/cities/Kochi/34-malaria-cases-recorded-in-ernakulam-over-past-two-months/article69704782.ece,2025-06-17T14:57:00Z
"Plane shortage and snags: Air India cancels nine long hauls today, mostly Dreamliners",India News: NEW DELHI: Air India on Tuesday cancelled at least eight international flights to be operated on Boeing 787 Dreamliner and one on a B777. The B787 can.,https://timesofindia.indiatimes.com/india/plane-shortage-and-snags-air-india-cancels-nine-long-hauls-today-mostly-on-dreamliners/articleshow/121913086.cms,2025-06-17T14:53:00Z
"Akhil Akkineni and Zainab Ravdjee's wedding menu features Ghee Pongal, Gulab Jamuns; Sobhita Dhulipala's candid mealtime moment goes viral","Actor Akhil Akkineni exchanged vows with Zainab Ravdjee in a close-knit traditional wedding ceremony attended by family and close friends on June 6, a",https://timesofindia.indiatimes.com/entertainment/telugu/movies/news/akhil-akkineni-and-zainab-ravdjees-wedding-menu-features-ghee-pongal-gulab-jamuns-sobhita-dhulipalas-candid-mealtime-moment-goes-viral/articleshow/121912792.cms,2025-06-17T14:29:00Z
Trump’s Iran choice: Bunker-busting bomb or the phone; Tehran on edge,"US News: President Trump faces a critical decision regarding Iran: intervene militarily by targeting the Fordo nuclear site, potentially derailing nuclear talk",https://timesofindia.indiatimes.com/world/us/trumps-iran-choice-bunker-busting-bomb-or-the-phone-tehran-on-edge/articleshow/121912192.cms,2025-06-17T14:05:00Z
"UGRO Capital to acquire Profectus Capital in Rs 1,400-crore all-cash deal to boost MSME lending","Sources say the transaction which has concluded at 1.07 times Profectus’ projected FY26 net worth, is being funded by UGRO through proceeds from its recently completed equity raise and internal accruals.",https://www.moneycontrol.com/banking/ugro-capital-to-acquire-profectus-capital-in-rs-1-400-crore-all-cash-deal-to-boost-msme-lending-article-13132314.html,2025-06-17T13:56:19Z
Eli Lilly to acquire gene-editing biotech company Verve Therapeutics for $1.3 billion. Here's why,US Big Pharma firm Eli Lilly & Co. agreed to buy gene-editing biotech company Verve Therapeutics Inc. for $1.3 billion as the drugmaker focuses its investments in experimental medicine for a potential long-term growth.,https://www.livemint.com/companies/news/eli-lilly-co-plans-to-buy-verve-therapeutics-for-1-3-billion-as-pharma-major-eyes-experimental-medicine-for-grow-11750165978668.html,2025-06-17T13:51:49Z
"Donald Trump says U.S. knows where Iran’s Khamenei is hiding, urges Iran’s unconditional surrender","President Trump reveals knowledge of Ayatollah Khamenei's location, warns of consequences if attacks on civilians continue.",https://www.thehindu.com/news/international/donald-trump-says-us-wont-kill-irans-supreme-leader-khemenei-at-least-not-for-now/article69706206.ece,2025-06-17T16:47:00Z
"Trump says US won't take out Khamenei for now, wants Iran's unconditional surrender","US President Donald Trump has warned that the United States knows the exact location of Iran’s Supreme Leader Ayatollah Ali Khamenei but has chosen not to target him, “at least not for now.”",https://www.indiatoday.in/world/story/we-know-where-supreme-leader-is-hiding-wont-take-him-out-for-now-trumps-warning-to-iran-2742273-2025-06-17,2025-06-17T16:35:10Z
Deadly Air India plane crash could spark fear of flying: All about aerophobia and how to cope with it,"While flying continues to be among the safest modes of transportation, for people with aerophobia, or fear of flying, news of a tragic plane crash can trigger and reinforce an already heightened sense of vulnerability. However, there are effective ways to tackle this issue.",https://www.livemint.com/news/deadly-air-india-plane-crash-could-spark-fear-of-flying-all-about-aerophobia-and-how-to-cope-with-it-11750174224121.html,2025-06-17T16:11:25Z
"'No major safety concerns', says DGCA on Air India Boeing planes; airline cancels 66 B787 flights after Ahmedabad crash","The DGCA reviewed Air India and Air India Express operations post-Ahmedabad plane crash, finding no major safety concerns with Boeing 787. However, it raised maintenance issues and directed improved coordination, communication, and a systematic defect reporting mechanism to Air India.",https://www.livemint.com/news/india/air-india-boeing-787-planes-did-not-reveal-any-major-safety-concern-says-dgca-aviation-watchdog-11750175099654.html,2025-06-17T15:51:49Z
34 malaria cases recorded in Ernakulam over past two months,"Ernakulam reports 34 malaria cases, majority imported, emphasizing need for testing, prevention, and vector control measures.",https://www.thehindu.com/news/cities/Kochi/34-malaria-cases-recorded-in-ernakulam-over-past-two-months/article69704782.ece,2025-06-17T14:57:00Z
"Plane shortage and snags: Air India cancels nine long hauls today, mostly Dreamliners",India News: NEW DELHI: Air India on Tuesday cancelled at least eight international flights to be operated on Boeing 787 Dreamliner and one on a B777. The B787 can.,https://timesofindia.indiatimes.com/india/plane-shortage-and-snags-air-india-cancels-nine-long-hauls-today-mostly-on-dreamliners/articleshow/121913086.cms,2025-06-17T14:53:00Z
"Akhil Akkineni and Zainab Ravdjee's wedding menu features Ghee Pongal, Gulab Jamuns; Sobhita Dhulipala's candid mealtime moment goes viral","Actor Akhil Akkineni exchanged vows with Zainab Ravdjee in a close-knit traditional wedding ceremony attended by family and close friends on June 6, a",https://timesofindia.indiatimes.com/entertainment/telugu/movies/news/akhil-akkineni-and-zainab-ravdjees-wedding-menu-features-ghee-pongal-gulab-jamuns-sobhita-dhulipalas-candid-mealtime-moment-goes-viral/articleshow/121912792.cms,2025-06-17T14:29:00Z
Trump’s Iran choice: Bunker-busting bomb or the phone; Tehran on edge,"US News: President Trump faces a critical decision regarding Iran: intervene militarily by targeting the Fordo nuclear site, potentially derailing nuclear talk",https://timesofindia.indiatimes.com/world/us/trumps-iran-choice-bunker-busting-bomb-or-the-phone-tehran-on-edge/articleshow/121912192.cms,2025-06-17T14:05:00Z
"UGRO Capital to acquire Profectus Capital in Rs 1,400-crore all-cash deal to boost MSME lending","Sources say the transaction which has concluded at 1.07 times Profectus’ projected FY26 net worth, is being funded by UGRO through proceeds from its recently completed equity raise and internal accruals.",https://www.moneycontrol.com/banking/ugro-capital-to-acquire-profectus-capital-in-rs-1-400-crore-all-cash-deal-to-boost-msme-lending-article-13132314.html,2025-06-17T13:56:19Z
Eli Lilly to acquire gene-editing biotech company Verve Therapeutics for $1.3 billion. Here's why,US Big Pharma firm Eli Lilly & Co. agreed to buy gene-editing biotech company Verve Therapeutics Inc. for $1.3 billion as the drugmaker focuses its investments in experimental medicine for a potential long-term growth.,https://www.livemint.com/companies/news/eli-lilly-co-plans-to-buy-verve-therapeutics-for-1-3-billion-as-pharma-major-eyes-experimental-medicine-for-grow-11750165978668.html,2025-06-17T13:51:49Z
"Donald Trump says U.S. knows where Iran’s Khamenei is hiding, urges Iran’s unconditional surrender","President Trump reveals knowledge of Ayatollah Khamenei's location, warns of consequences if attacks on civilians continue.",https://www.thehindu.com/news/international/donald-trump-says-us-wont-kill-irans-supreme-leader-khemenei-at-least-not-for-now/article69706206.ece,2025-06-17T16:47:00Z
"Trump says US won't take out Khamenei for now, wants Iran's unconditional surrender","US President Donald Trump has warned that the United States knows the exact location of Iran’s Supreme Leader Ayatollah Ali Khamenei but has chosen not to target him, “at least not for now.”",https://www.indiatoday.in/world/story/we-know-where-supreme-leader-is-hiding-wont-take-him-out-for-now-trumps-warning-to-iran-2742273-2025-06-17,2025-06-17T16:35:10Z
Deadly Air India plane crash could spark fear of flying: All about aerophobia and how to cope with it,"While flying continues to be among the safest modes of transportation, for people with aerophobia, or fear of flying, news of a tragic plane crash can trigger and reinforce an already heightened sense of vulnerability. However, there are effective ways to tackle this issue.",https://www.livemint.com/news/deadly-air-india-plane-crash-could-spark-fear-of-flying-all-about-aerophobia-and-how-to-cope-with-it-11750174224121.html,2025-06-17T16:11:25Z
"'No major safety concerns', says DGCA on Air India Boeing planes; airline cancels 66 B787 flights after Ahmedabad crash","The DGCA reviewed Air India and Air India Express operations post-Ahmedabad plane crash, finding no major safety concerns with Boeing 787. However, it raised maintenance issues and directed improved coordination, communication, and a systematic defect reporting mechanism to Air India.",https://www.livemint.com/news/india/air-india-boeing-787-planes-did-not-reveal-any-major-safety-concern-says-dgca-aviation-watchdog-11750175099654.html,2025-06-17T15:51:49Z
34 malaria cases recorded in Ernakulam over past two months,"Ernakulam reports 34 malaria cases, majority imported, emphasizing need for testing, prevention, and vector control measures.",https://www.thehindu.com/news/cities/Kochi/34-malaria-cases-recorded-in-ernakulam-over-past-two-months/article69704782.ece,2025-06-17T14:57:00Z
"Plane shortage and snags: Air India cancels nine long hauls today, mostly Dreamliners",India News: NEW DELHI: Air India on Tuesday cancelled at least eight international flights to be operated on Boeing 787 Dreamliner and one on a B777. The B787 can.,https://timesofindia.indiatimes.com/india/plane-shortage-and-snags-air-india-cancels-nine-long-hauls-today-mostly-on-dreamliners/articleshow/121913086.cms,2025-06-17T14:53:00Z
"Akhil Akkineni and Zainab Ravdjee's wedding menu features Ghee Pongal, Gulab Jamuns; Sobhita Dhulipala's candid mealtime moment goes viral","Actor Akhil Akkineni exchanged vows with Zainab Ravdjee in a close-knit traditional wedding ceremony attended by family and close friends on June 6, a",https://timesofindia.indiatimes.com/entertainment/telugu/movies/news/akhil-akkineni-and-zainab-ravdjees-wedding-menu-features-ghee-pongal-gulab-jamuns-sobhita-dhulipalas-candid-mealtime-moment-goes-viral/articleshow/121912792.cms,2025-06-17T14:29:00Z
Trump’s Iran choice: Bunker-busting bomb or the phone; Tehran on edge,"US News: President Trump faces a critical decision regarding Iran: intervene militarily by targeting the Fordo nuclear site, potentially derailing nuclear talk",https://timesofindia.indiatimes.com/world/us/trumps-iran-choice-bunker-busting-bomb-or-the-phone-tehran-on-edge/articleshow/121912192.cms,2025-06-17T14:05:00Z
"UGRO Capital to acquire Profectus Capital in Rs 1,400-crore all-cash deal to boost MSME lending","Sources say the transaction which has concluded at 1.07 times Profectus’ projected FY26 net worth, is being funded by UGRO through proceeds from its recently completed equity raise and internal accruals.",https://www.moneycontrol.com/banking/ugro-capital-to-acquire-profectus-capital-in-rs-1-400-crore-all-cash-deal-to-boost-msme-lending-article-13132314.html,2025-06-17T13:56:19Z
Eli Lilly to acquire gene-editing biotech company Verve Therapeutics for $1.3 billion. Here's why,US Big Pharma firm Eli Lilly & Co. agreed to buy gene-editing biotech company Verve Therapeutics Inc. for $1.3 billion as the drugmaker focuses its investments in experimental medicine for a potential long-term growth.,https://www.livemint.com/companies/news/eli-lilly-co-plans-to-buy-verve-therapeutics-for-1-3-billion-as-pharma-major-eyes-experimental-medicine-for-grow-11750165978668.html,2025-06-17T13:51:49Z
"Donald Trump says U.S. knows where Iran’s Khamenei is hiding, urges Iran’s unconditional surrender","President Trump reveals knowledge of Ayatollah Khamenei's location, warns of consequences if attacks on civilians continue.",https://www.thehindu.com/news/international/donald-trump-says-us-wont-kill-irans-supreme-leader-khemenei-at-least-not-for-now/article69706206.ece,2025-06-17T16:47:00Z
"Trump says US won't take out Khamenei for now, wants Iran's unconditional surrender","US President Donald Trump has warned that the United States knows the exact location of Iran’s Supreme Leader Ayatollah Ali Khamenei but has chosen not to target him, “at least not for now.”",https://www.indiatoday.in/world/story/we-know-where-supreme-leader-is-hiding-wont-take-him-out-for-now-trumps-warning-to-iran-2742273-2025-06-17,2025-06-17T16:35:10Z
Deadly Air India plane crash could spark fear of flying: All about aerophobia and how to cope with it,"While flying continues to be among the safest modes of transportation, for people with aerophobia, or fear of flying, news of a tragic plane crash can trigger and reinforce an already heightened sense of vulnerability. However, there are effective ways to tackle this issue.",https://www.livemint.com/news/deadly-air-india-plane-crash-could-spark-fear-of-flying-all-about-aerophobia-and-how-to-cope-with-it-11750174224121.html,2025-06-17T16:11:25Z
"'No major safety concerns', says DGCA on Air India Boeing planes; airline cancels 66 B787 flights after Ahmedabad crash","The DGCA reviewed Air India and Air India Express operations post-Ahmedabad plane crash, finding no major safety concerns with Boeing 787. However, it raised maintenance issues and directed improved coordination, communication, and a systematic defect reporting mechanism to Air India.",https://www.livemint.com/news/india/air-india-boeing-787-planes-did-not-reveal-any-major-safety-concern-says-dgca-aviation-watchdog-11750175099654.html,2025-06-17T15:51:49Z
34 malaria cases recorded in Ernakulam over past two months,"Ernakulam reports 34 malaria cases, majority imported, emphasizing need for testing, prevention, and vector control measures.",https://www.thehindu.com/news/cities/Kochi/34-malaria-cases-recorded-in-ernakulam-over-past-two-months/article69704782.ece,2025-06-17T14:57:00Z
"Plane shortage and snags: Air India cancels nine long hauls today, mostly Dreamliners",India News: NEW DELHI: Air India on Tuesday cancelled at least eight international flights to be operated on Boeing 787 Dreamliner and one on a B777. The B787 can.,https://timesofindia.indiatimes.com/india/plane-shortage-and-snags-air-india-cancels-nine-long-hauls-today-mostly-on-dreamliners/articleshow/121913086.cms,2025-06-17T14:53:00Z
"Akhil Akkineni and Zainab Ravdjee's wedding menu features Ghee Pongal, Gulab Jamuns; Sobhita Dhulipala's candid mealtime moment goes viral","Actor Akhil Akkineni exchanged vows with Zainab Ravdjee in a close-knit traditional wedding ceremony attended by family and close friends on June 6, a",https://timesofindia.indiatimes.com/entertainment/telugu/movies/news/akhil-akkineni-and-zainab-ravdjees-wedding-menu-features-ghee-pongal-gulab-jamuns-sobhita-dhulipalas-candid-mealtime-moment-goes-viral/articleshow/121912792.cms,2025-06-17T14:29:00Z
Trump’s Iran choice: Bunker-busting bomb or the phone; Tehran on edge,"US News: President Trump faces a critical decision regarding Iran: intervene militarily by targeting the Fordo nuclear site, potentially derailing nuclear talk",https://timesofindia.indiatimes.com/world/us/trumps-iran-choice-bunker-busting-bomb-or-the-phone-tehran-on-edge/articleshow/121912192.cms,2025-06-17T14:05:00Z
